Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude
Bachelor/Studio Apartment on Agricola - May 1,1800,"2440 Agricola Street, Halifax, NS",2024-02-29T13:47:34.000Z,13 days ago,Apartment,Bachelor/Studio,1,Water,Not Included,0,1 Year,Limited,508,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Owner,,"The Camp - 2440 Agricola Street,Apartment Features:
- 508 sq/ft
- Balcony
- Stainless steel appliances (fridge, stove, microwave, dishwasher)
- Laundry in unit
- Vinyl/Ceramic floors
- Efficient heat pumps for heat and A/C
- Quartz countertops 	,Building Features:
- Convenient location
- Steps away from public transit and downtown
- Security cameras
- Gym
- Bicycle rack room,Rent includes hot water & six appliances.,For more information or to see floor plans of the apartments please contact info@camphalifax.ca",44.6534,-63.59098
"2 bedroom, 1 bath on Agricola Street - June 1",2200,"2440 Agricola Street, Halifax, NS",2024-02-29T14:30:07.000Z,13 days ago,Apartment,2,2,Water,Not Included,0,1 Year,Limited,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Owner,,"The Camp - 2440 Agricola Street,- Approx 600 sq ft
- Balcony
- Stainless steel appliances (fridge, stove, microwave, dishwasher)
- Laundry in unit
- Vinyl/Ceramic floors
- Efficient heat pumps for heat and A/C
- Quartz countertops 	,Building Features:
- Convenient location
- Steps away from public transit and downtown
- Security cameras
- Gym
- Bicycle rack room,Rent includes hot water & six appliances.,For more information or to see floor plans of the apartments please contact info@camphalifax.ca",44.6534,-63.59098
Bedford 1 Bedroom Apartment for Rent:,1960,"120 Tilbury Avenue, Bedford, NS, B4B 1A1",2024-02-29T14:42:00.000Z,12 days ago,Apartment,1,1,,Not Included,0,1 Year,No,827,No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Brookside Terrace is a brand-new luxury rental apartment community with a mix of one, two, and three bedroom suites with optional dens. Tenants will have exclusive access to our on-site gym, social lounge with a full kitchen, and outdoor patios. Brookside Terrace has everything you need, including open-concept designs, in-suite laundry, large balconies, underground parking, and plenty of storage space., ",44.70899,-63.69813
Bachelor Units for Rent - Move in Ready,1300,"1271 Church Street, Halifax, NS, B3J 3L3",2024-02-29T19:34:42.000Z,12 days ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,Elevator in Building,Professional,,"Do you want to be surrounded by the beauty and excitement of downtown Halifax? Church Hill Apartments is the perfect place to call home. With a Walk Score of 98, Church Hill Apartments is a walkers paradise. Everything you could ever need is at your doorstep including the Historic Halifax Waterfront, shopping, entertainment, restaurants and so much more!,We offer spacious and bright bachelor and one bedroom units. ,Call us today to book a tour of your new home at Church Hill Apartments.,Our Bachelor Units are $1300 per month.,Rent includes heat and hot water. ,Electricity is extra. ,Outdoor and Indoor parking is also available at additional cost.",44.64078,-63.57338
One Bedroom Units for Rent - Move in Ready,1650,"1271 Church Street, Halifax, NS, B3J 3L3",2024-02-29T19:34:42.000Z,12 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,,Professional,,"Do you want to be surrounded by the beauty and excitement of downtown Halifax? Church Hill Apartments is the perfect place to call home. With a Walk Score of 98, Church Hill Apartments is a walkers paradise. Everything you could ever need is at your doorstep including the Historic Halifax Waterfront, shopping, entertainment, restaurants and so much more!,We offer spacious and bright bachelor and one bedroom units.,Call us today to book a tour of your new home at Church Hill Apartments.,Our One Bedroom Units rent for $1650 per month.,Rent includes heat and hot water. ,Electricity is extra. ,Outdoor and Indoor parking is also available at additional cost.",44.64078,-63.57338
1 Bedroom Apartment - Halifax,1708,"Barrington St, Halifax, NS B3J 0J8",2024-02-29T19:42:31.000Z,12 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Limited,805,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,24 Hour Security,Elevator in Building",Owner,,"1 bedroom apartment available for lease takeover starting March 15. Rent is $1,700 per month, excluding power. The unit is located in the heart of downtown Halifax on the corner of Barrington and Sackville St.
Comes with fridge, microwave, stove/oven, dishwasher, air conditioning, heat, and in suite laundry. The furniture seen in the photos is available for purchase and can be conveniently set up for you to move in.
Love this apartment but needing to relocate for work. ",44.64616,-63.57338
Looking for Kings wharf furnished long term rental ,,"Dartmouth, NS B2W 6L8",2024-02-29T21:17:29.000Z,12 days ago,Condo,1,1,,Not Included,1,Month-to-month,No,"1,000",Yes,,Yes,,No,,Owner,,"Professional looking for a furnished kings wharf apartment (any building ok) for a few months, up to 6 or 8 months, dates flexible. Require indoor parking spot and utilities included in monthly rate. Disregard details below. Only require one bedroom but any unit would be ok.
",44.66367,-63.50946
Large One Bedroom Fairview ,1700,"37 Main Ave, Halifax, NS B3M 1A2",2024-02-29T23:56:11.000Z,12 days ago,Apartment,1,1,,Not Included,1,1 Year,No,750,No,,No,,No,,Owner,,Very central. Large One Bedroom Apartment Available immediately. Parking available for additional $100 per month. Unit has a large storage room. ,44.66107,-63.63145
"Ocean Brook Apartments - 1 Bdrm available at 40 Charlotte Lane, ",1985,"40 Charlotte Lane, Halifax, NS, B3M 4M2",2024-03-01T00:09:23.000Z,12 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,900,No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/ocean-brook-park-apartments/, , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: (902) 404-4440",44.69644,-63.66276
"Spring Garden - 2 Bdrm available at 5770 Spring Garden Road, Hal",2630,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",2024-03-01T00:09:24.000Z,12 days ago,Apartment,2,1,Water,Not Included,0,1 Year,Yes,"1,005",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/spring-garden/,Located close to downtown and the stunning waterfront, 5770 Spring Garden is a highly desirable rental apartment building with quality amenities and superior finishes located in Halifax, Nova Scotia.,As a resident of Spring Gardens you will have access to an array of amenities which include a fitness centre, fenced dog park, large social room, car wash station on P1 level, outdoor patio and garden area, and storage lockers., , ,What's included in your rent,Water,Have Questions? Contact the Property Manager: 902-422-5254",44.64159,-63.58123
"Ocean Brook Apartments - 2 Bdrm available at 40 Charlotte Lane, ",2295,"40 Charlotte Lane, Halifax, NS, B3M 4M2",2024-03-01T00:09:24.000Z,12 days ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,470",No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/ocean-brook-park-apartments/, , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: (902) 404-4440",44.69644,-63.66276
"Stonecrest Village - 1 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",1895,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",2024-03-01T00:09:24.000Z,12 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,780,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/stonecrest-village/,As a resident of Stonecrest Village you will have access to an array of amenities which include:, , , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: 902-457-3600",44.66798,-63.67095
1 Bedroom Apartment for Rent (May-Aug),918,"Halifax, NS B3K",2024-03-01T04:12:22.000Z,12 days ago,Duplex/Triplex,1,1,,Not Included,0,Month-to-month,No,500,Yes,Fridge / Freezer,No,,No,,Owner,,"*CURRENTLY PENDING*
I am looking for someone to sublet my furnished 1 bedroom apartment from May to August. Please see the following details about the unit:
* Location: Buddy Daye Street
* Price: $918 + utilities
* Furnished (bed, desk etc)
* Very spacious
* Close to downtown
* No smoking
* Single occupancy only
* No pets
* University student or working professional preferred,I am looking for someone clean and respectful. I can provide more pictures and provide a tour.,Please provide a quick introduction of yourself if you are interested. Thank you!",44.66021,-63.60095
1 Bedroom - May 1st - Armdale,1590,"16 Keating Road, Halifax, NS",2024-03-01T11:38:33.000Z,12 days ago,Apartment,1,1,Water,Not Included,1,1 Year,Limited,600,No,"Laundry (In Unit),Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,,Owner,,"This walk out lower-level apartment has an updated kitchen with stainless steel appliances including an over-the-range microwave. Newly updated bath with ceramic tile tub surround. Washer and dryer are provided in the unit. A heat pump provides economical heat in the winter and cooling in the summer. Sit on the deck and listen to the small brook that runs along the edge of the treed property. This apartment is available on May 1st and in located in an area of upscale single family homes just a short walk to transit near the Armdale Rotary with easy commute to Downtown, universities, hospitals, Bayers Lake and Bedford. Sorry we do not accept dogs at this location. Please do not use the ""Request a Viewing"" button on the ad. If you would like to view this apartment please send us your email address to receive an application for pre-screening. IF the ad is up, theunit is still available.",44.64167,-63.62724
2bed apartment lease takeover/lease transfer,2075,"36 Kelly St, Halifax, NS B3N 1W2",2024-03-01T13:00:59.000Z,12 days ago,Apartment,2,1,,Not Included,1,1 Year,No,950,No,,Yes,,Outdoors only,,Owner,,"2bhk newly renovated apartment lease takeover / lease transfer
Rent: 2075 per month including heat and hot water and one parking.
Location: 36 Kelly street
Lease start from April and ends on Feb 2024, option to renew.
Near to Walmart and Halifax Shopping Centre
Located in a Quiet neighborhood
Dm me for more information.
",44.63335,-63.62955
GREAT 2 BEDROOM APARTMENT IN DARTMOUTH AVAILABLE,1800,"4 Brule Street, Dartmouth, NS",2024-03-01T14:58:49.000Z,11 days ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,800,No,"Laundry (In Building),Fridge / Freezer",No,Yard,Yes,,Owner,,Cozy 2 bedroom apartment available in a quiet building. Easy access to bus routes. Directly beside Junior and elementary schools.,44.6823,-63.58756
"2 Bedroom Apartment, $2300 includes heat and lights",2300,"16 Birches Dr, Halifax, NS B3N 1J1",2024-03-02T15:01:38.000Z,10 days ago,Duplex/Triplex,2,1,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,950,No,Laundry (In Building),No,"Yard,Balcony",No,,Owner,,"AVAILABLE MAY 1, 2024
You have a private deck overlooking a private garden back yard.
The unit is all above ground on the second floor. 2 bedroom unit in a triplex. Shared Laundry on site. This unit is close to Dal. 16 Birches is overlooking the Rotary and Northwest Arm.,",44.64118,-63.62213
3 Bedroom - 1/2 Block to DAL - Quiet/mature students,2550,"Halifax, NS B3H 3W8",2024-03-02T15:59:28.000Z,10 days ago,Basement,3,1,"Hydro,Heat,Water",,0,1 Year,No,900,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,,".Available April 2024-March 2025 (1 Year Term)
.3 Bedroom Basement flat
.Only quiet students
.$2550/mth ($850 per room)
.Available for Viewing mid March
.text 902-488-7361",44.63916,-63.59636
"3 Bedroom, 3 Bathroom - EVERYTHING INCLUDED!",3000,"Halifax, NS B3N 2N4",2024-03-02T17:07:54.000Z,10 days ago,Apartment,3,3,"Hydro,Heat,Water",,1,1 Year,No,"1,500",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,,Owner,,"Hi there,,I am offering this 3 bedroom/3 bathroom unit for rent starting April 1st or May 1st Located in Fairview.,Rent to include power, heat, internet and 1 parking spot. Tenant would be required to get tenants insurance.,Some features include:,- 12 ft long quartz countertop island
- Open concept main floor
- 2 ductless mini split heat pumps (A/C in summer)
- Large windows
- Stainless steel kitchen appliances
- dimmable pot lights
- Primary bedroom has ensuite bathroom (custom tile shower) and closet.
- Laundry in the unit
- Large private balcony,Some rules are no smoking on the property, no pets and we only have 1 parking spot available.,Pictures included in this ad are of an identical unit.,If you are interested, we would like to know more about you! Please send me a message with more information about yourself and what you are looking for.,*Due to the high demand, not every inquiry will get a booked viewing.,Thank you!",44.65681,-63.6366
