Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude,extraction_date
1 bed 1 bath pet friendly ,2200,"960 Barrington St, Halifax, B3H 2P7",2024-03-08T17:01:28.000Z,11 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Yes,650,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,,Owner,,"Lease takeover!!
•Available ASAP
•Family friendly, pet friendly building! Looking for someone to take over our lease for our 1bed 1bath apartment located on the south end of barrington street.
•Rent is 2200/month with one underground parking spot and heat and hot water included.
•Dog and cat friendly building, we currently have 2 big dogs so the property owners are great with animals.
•Free laundry in the building
• Very nice balcony, can see harbour from the balcony. Tunnel just across the street which takes you to a 5 minute walk to pier 21.
•Only moving because we need a bigger space, lease starts as early as March 1! Lease is over in September in which you can renew if you wish.,Will take ad down when no longer available.",44.63528,-63.57,2024-03-19
Spectacular Views from our Studio Units Overlooking the Harbour,1995,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-08T18:18:00.000Z,11 days ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Limited,450,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.templetonproperties.ca,,44.63808,-63.57532,2024-03-19
The Vuze - Penthouse  1 Bedroom  Apartment for Rent,2450,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-08T18:18:00.000Z,11 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Elevator in Building",Professional,www.templetonproperties.ca,"Imagine waking up, looking out your window, and observing the most amazing view of the city in our luxury apartments for rent in Halifax. Grabbing the elevator down to the fitness facility, equipped with everything required to fulfill all of your workout needs. Picking up your favourite local coffee across the street before heading to work.,Now, stop imagining and come live it. Welcome to The Vüze. Our Euro 1, 1, and 2 bedroom Halifax apartments are located in the heart of the city, you have everything you need just footsteps away. These apartment rentals are made with fine detail to make your home beautiful and practical with 6 stainless still appliances, modern flooring and cabinets, and bright spacious suites.,Inside our building residents enjoy a gym, social room, on-site store, bakery, and grand lobby with free WIFI,The residents at The Vüze will be the beginning of what will be known as the South Village. Where together we can grow, flourish, and create history. The Vuze is cat and small-dog friendly! Contact us today for details* and make the Vüze your new home today!,4.4.6",44.63808,-63.57532,2024-03-19
The Vuze - 2 Bedroom Apartment for Rent,2600,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-08T18:18:00.000Z,11 days ago,Apartment,2,1,,Not Included,0,1 Year,Limited,840,No,,No,,No,,Professional,www.templetonproperties.ca,"Ideal for those seeking extra space, our 2-bedroom units with 1 bath and a European design provide a sleek and sophisticated living environment with city views. Each unit comes with a balcony to enjoy the fresh air and a well-designed kitchen. The rental includes six appliances (dishwasher, stove, oven, microwave, washer, and dryer). Heat and water are included in the rent.,Welcome to The Vüze, where your morning view is as extraordinary as your lifestyle! Our Euro 1, 1, and 2-bedroom apartments redefine urban living in Atlantic Canada's largest residential building. Nestled in the heart of the city, The Vüze offers more than just a home – it's a vibrant community where convenience meets luxury.,Wake up to breathtaking city views from your balcony, setting the tone for an exciting day ahead. Our suites boast six sleek stainless steel appliances, modern flooring, and stylish cabinets, creating a beautiful and practical space that suits your dynamic lifestyle.,Discover a world of possibilities within The Vüze's expansive walls. Energize your day at our on-site gym, available 7 days a week. Craving a quick treat or need essentials? Our lobby houses a bakery, a bubble tea cafe, and a convenience store, providing instant access to your favorite indulgences. ,The Vüze marks the beginning of the South Village, a place where growth, community, and history come together. Whether you're a student seeking convenience or a young family looking for a modern oasis, The Vüze welcomes you with open arms. We're cat and small-dog friendly, ensuring your furry friends can enjoy the perks of luxury living too!,But that's not all – your new home at The Vüze comes with included utilities, such as water and heat. And for those with a flair for convenience, underground parking is available for a seamless urban experience at an additional fee per month.,Don't miss the chance to make The Vüze your new home! Contact us today for more details and embark on a journey where every day is an adventure in style, comfort, and modern living.,Welcome to The Vüze, your gateway to the vibrant heartbeat of South End Halifax! Nestled in the heart of this dynamic neighborhood, The Vüze promises a lifestyle that's all about convenience, excitement, and modern living.,Situated strategically, our residence places you within arm's reach of renowned universities, ensuring your academic journey is just moments away. Hospitals, recreation centers, and bustling businesses are all part of your daily landscape, making every aspect of your life effortlessly accessible.,At The Vüze, it's not just about a home; it's about embracing a thriving community. Imagine strolling to nearby universities for classes, enjoying the latest in healthcare advancements, and finding your favorite spots for recreation and relaxation—all within reach.,Whether you're a student seeking a stress-free commute or a young professional looking for the perfect work-life balance, The Vüze is your ideal sanctuary. We've curated a space where the city's pulse meets the tranquility of your home.,Join us at The Vüze, where living in the heart of South End Halifax is not just a choice; it's a lifestyle. Contact us today to embark on a journey where every convenience is at your doorstep, and every day is filled with the excitement of urban living!",44.63808,-63.57532,2024-03-19
Fully Furnished 2 bedroom apartment in Downtown Dartmouth,2500,"Dartmouth, NS B2Y 3C7",2024-03-08T19:20:30.000Z,11 days ago,Apartment,2,1,"Heat,Water",,1,Month-to-month,No,989,Yes,"Laundry (In Unit),Fridge / Freezer",No,Balcony,No,,Owner,,"Fully furnished 2 bedroom, 1 bathroom apartment available April 1st in Downtown Dartmouth. Ideal for professionals.,Rent includes heat, hot water, internet, and one parking spot. Tenant pays lights.,This beautiful apartment has 2 bedrooms both with Queen beds and ample closet space. A full bathroom, kitchen, living room, and laundry in the unit. Also a large private deck.,No Pets. No smoking. References Required. Please provide information about yourself for any request.",44.66851,-63.54759,2024-03-19
The Vuze - 2 Bedroom Apartment for Rent,2900,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-08T19:36:00.000Z,11 days ago,Apartment,2,1.5,,Not Included,0,1 Year,Limited,"1,090",No,,No,,No,,Professional,www.templetonproperties.ca,"Welcome to The Vüze, where your morning view is as extraordinary as your lifestyle! Our Euro 1, 1, and 2-bedroom apartments redefine urban living in Atlantic Canada's largest residential building. Nestled in the heart of the city, The Vüze offers more than just a home – it's a vibrant community where convenience meets luxury.,Wake up to breathtaking city views from your balcony, setting the tone for an exciting day ahead. Our suites boast six sleek stainless steel appliances, modern flooring, and stylish cabinets, creating a beautiful and practical space that suits your dynamic lifestyle.,Discover a world of possibilities within The Vüze's expansive walls. Energize your day at our on-site gym, available 7 days a week. Craving a quick treat or need essentials? Our lobby houses a bakery, a bubble tea cafe, and a convenience store, providing instant access to your favorite indulgences. ,The Vüze marks the beginning of the South Village, a place where growth, community, and history come together. Whether you're a student seeking convenience or a young family looking for a modern oasis, The Vüze welcomes you with open arms. We're cat and small-dog friendly, ensuring your furry friends can enjoy the perks of luxury living too!,But that's not all – your new home at The Vüze comes with included utilities, such as water and heat. And for those with a flair for convenience, underground parking is available for a seamless urban experience at an additional fee per month.,Don't miss the chance to make The Vüze your new home! Contact us today for more details and embark on a journey where every day is an adventure in style, comfort, and modern living.,Welcome to The Vüze, your gateway to the vibrant heartbeat of South End Halifax! Nestled in the heart of this dynamic neighborhood, The Vüze promises a lifestyle that's all about convenience, excitement, and modern living.,Situated strategically, our residence places you within arm's reach of renowned universities, ensuring your academic journey is just moments away. Hospitals, recreation centers, and bustling businesses are all part of your daily landscape, making every aspect of your life effortlessly accessible.,At The Vüze, it's not just about a home; it's about embracing a thriving community. Imagine strolling to nearby universities for classes, enjoying the latest in healthcare advancements, and finding your favorite spots for recreation and relaxation—all within reach.,Whether you're a student seeking a stress-free commute or a young professional looking for the perfect work-life balance, The Vüze is your ideal sanctuary. We've curated a space where the city's pulse meets the tranquility of your home.,Join us at The Vüze, where living in the heart of South End Halifax is not just a choice; it's a lifestyle. Contact us today to embark on a journey where every convenience is at your doorstep, and every day is filled with the excitement of urban living!",44.63808,-63.57532,2024-03-19
Halifax Apartments – The Plaza - 1 Bdrm available at 1881 Brunsw,2250,"1881 Brunswick Street, Halifax, NS, B3J 3L8",2024-03-09T00:09:52.000Z,11 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,768,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/halifax-apartments-the-plaza/,As a resident of Halifax Apartments you will have access to an array of amenities which include a large indoor pool and changerooms, a fitness centre, a social lounge, and a business centre with free Wi-Fi. Even an on-site grocer and restaurant., , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: 902-422-5747",44.64917,-63.57983,2024-03-19
Dartmouth 2 Bedroom Apartment for Rent:,2245,"80 Holtwood Court, Dartmouth, NS, B2W 1G1",2024-03-09T00:09:54.000Z,11 days ago,Apartment,2,2,Heat,Not Included,0,1 Year,Yes,"1,210",No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Condo-style living without the fees at The Kensington! This luxury community has everything you need – on-site fitness facilities, car wash bay, and indoor parking. Enjoy stunning views of the Halifax Harbour from your large balcony or the rooftop lounge. Each suite features six modern appliances, hardwood and ceramic floors, and quartz counter tops.",44.65375,-63.53456,2024-03-19
The Rob - 1 Bedroom - Available April 1st,2295,"5665 Roberts Street, Halifax, NS",2024-03-09T00:34:50.000Z,11 days ago,Apartment,1,1.5,"Heat,Water",Not Included,0,1 Year,Limited,720,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"The ROB on Roberts
North End Living
5665 Roberts Street, Halifax
Viewing by appointment call 902-445-3867
Brand New Construction – 1 Bedroom Available April 1 2024 - $2295/mth
A sleek design with modern finishes, The ROB is a must see. Centrally located to the downtown core, this lavish building is designed to meet all your needs. The ROB boasts open concept designed suites, with 1 bedroom, 2 bedroom and 3 bedroom suites available.,About the Suite:
•	Fridge
•	Dishwasher
•	Stove
•	Microwave
•	Washer
•	Dryer
•	Parking and Storage Available**,Policies:
•	Smoke Free Building
•	Tenant Insurance Required
•	Cats Allowed only
•	1 Year Fixed Term Lease,Features & Amenities:
•	Modern interior finishes
•	Quartz countertops
•	Luxury Vinyl and Porcelain Tile flooring
•	Ensuite master bedrooms*
•	Elevator
•	Indoor parking(limited)*
•	Lobby, Rooftop Resident Lounge, Rooftop Patio and Fitness Centre
•	Split system heat pump in each unit for Air Conditioning
•	On-site staff
•	Video surveillance
•	Keyless entry
•	Water views*
•	Bicycle racks
•	City views
•	Metro Transit, The commons, several restaurants, café, pharmacy and the list goes on, all within minutes walk from The Rob,
Contemporary Elegance. Upscale living. Come home to The ROB on Roberts
Visit our website at www.therobhalifax.ca to view floorplans or email therobrentals@gmail.com for any inquiries or to book your private viewing!
*denotes certain units
**denotes additional charge",44.65453,-63.59057,2024-03-19
Newly renovated 2-bedroom unit in Halifax West,2100,"Main Avenue, Halifax, NS",2024-03-10T18:17:39.000Z,9 days ago,Apartment,2,1,Water,Not Included,1,1 Year,No,800,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Yard,Outdoors only,,Owner,,"Apartment living in a comfortable, home environment.,Beautiful, newly renovated and spacious 800 sq/ft basement unit with warm laminate flooring throughout.,Designer kitchen with contemporary backsplash, bronze accents and stainless steel appliances.,Open kitchen with eat-in kitchen nook.,Fenced in backyard. Large bedrooms and stackable laundry units. Heat pump with A/C will keep you comfortable all year round.,When exterior renovation complete in Summer 2024, these spaces will offer privately sectioned backyards for each unit.,⭐ Key features ⭐
• 800 sq/ft
• Backyard space
• Designer kitchen
• Centrally located
• One-year lease,⭐ How to view and apply ⭐,You can schedule a viewing here: https://calendly.com/natashaminkus/viewing,You can submit a rental application here: https://forms.gle/YpB6tcg9N9145yDY9,You must be a qualified tenant with full-time income and an established, good credit rating.,⭐ Tenant responsibilities ⭐
• Electricity
• Tenant insurance
• Snow removal
• No parking available (TBC)
• No pets
• No smoking
• No sublets",44.6567,-63.64027,2024-03-19
