Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name
1 Bedroom + DEN Downtown Halifax for July,2195.0,"1530 Birmingham Street, Halifax, NS, B3J 0B5",2024-02-29T00:30:00.000Z,about 19 hours ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,No,708,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,vertusuites.com
Two Bedroom Available at the Emerald Apartments!,2350.0,"72 Primrose Street, Dartmouth, NS, B3A 4C8",2024-02-29T00:30:00.000Z,about 19 hours ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,025",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.emeraldrentals.ca
"ONE BDRM apt on 1st floor for rent Sept 1st near DAL, SMU, KINGS",1760.0,"Halifax, NS B3H 2K5",2024-02-29T00:50:38.000Z,about 19 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,600,No,"Laundry (In Building),Fridge / Freezer",No,,No,"Bicycle Parking,Storage Space",Owner,
2 Bedroom + DEN in Dartmouth for June,2695.0,"5 Horizon Court, Dartmouth, NS, B3A 0C4",2024-02-29T00:54:00.000Z,about 19 hours ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,No,"1,601",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,www.avonhurstgardens.com
One Bedroom Available at Emerald Apartments!,1995.0,"72 Primrose Street, Dartmouth, NS, B3A 4C8",2024-02-29T01:00:00.000Z,about 19 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,735,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.emeraldrentals.ca
"ONE BDRM BASEMENT apt for September 1st near DAL, SMU, KINGS",1450.0,"Halifax, NS B3H 2K5",2024-02-29T01:00:18.000Z,about 19 hours ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,Limited,700,No,"Laundry (In Building),Fridge / Freezer",No,,No,"Bicycle Parking,Storage Space",Owner,
"23-103 Bright, newly renovated flat in Halifax.UTILITIES INCLUDE",2200.0,"Almon Street, Halifax, NS, B3L 1V8",2024-02-29T13:00:15.000Z,about 7 hours ago,Apartment,2,1.0,"Hydro,Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,,Professional,www.halifaxqualityhomes.com
23-091 Beautifully upgraded FURNISHED flat in Downtown Halifax,2275.0,"Bishop Street, Halifax, NS, B3J 1C9",2024-02-29T13:00:16.000Z,about 7 hours ago,Apartment,1,1.0,Water,Not Included,1,1 Year,No,Not Available,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com
2 BR -  Condo Style - Dog Friendly!,2210.0,"16 Bently Drive, Halifax, NS, B3S 0G9",2024-02-29T18:12:43.000Z,about 2 hours ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,179",No,Laundry (In Unit),No,Balcony,No,"Gym,Storage Space",Professional,www.hazelviewproperties.com
"One Bedroom Apartment - Gaston Road, Dartmouth",1500.0,"Dartmouth, NS B2Y 3H7",2024-02-29T13:19:19.000Z,about 6 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,600,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,,Professional,www.broadwayproperties.ca
Bachelor/Studio Apartment on Agricola - May 1,1800.0,"2440 Agricola Street, Halifax, NS",2024-02-29T13:47:34.000Z,about 6 hours ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,Limited,508,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Owner,
LARGE 2 BEDROOM IN WEST END HALIFAX,2085.0,"6969 Bayers Road, Halifax, NS, B3L 4P3",2024-02-29T14:01:47.000Z,about 6 hours ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,"Yard,Balcony",No,,Professional,bayers1-universalgroup.securecafe.com
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM NEAR PUBLIC GARDENS,,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",2024-02-29T14:01:47.000Z,about 6 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Concierge,24 Hour Security,Bicycle Parking,Elevator in Building",Professional,paramount-universalgroup.securecafe.com
Cedar Court | 2 Bedroom Apartment,1800.0,"1109 Cole Harbour Road, Dartmouth, NS, B2V 1E8",2024-02-29T14:01:49.000Z,about 6 hours ago,Apartment,2,1.0,,Not Included,1,1 Year,No,Not Available,No,Laundry (In Building),No,,No,,Professional,www.elkproperty.com
91 Nelson's Landing | 2 Bedroom,2300.0,"91 Nelson's Landing, Bedford, NS, B4A 3X4",2024-02-29T14:01:49.000Z,about 6 hours ago,Apartment,2,2.0,,Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher",No,Balcony,No,"Gym,Pool,Elevator in Building",Professional,www.elkproperty.com
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM DOWNTOWN HALIFAX,2283.0,"1015 Barrington Street, Halifax, NS, B3H 4R4",2024-02-29T14:01:50.000Z,about 6 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,Yes,Bicycle Parking,Professional,peninsula-universalgroup.securecafe.com
OPEN HOUSE SATURDAY 10-4 -  2 BEDROOM DOWNTOWN HALIFAX,3150.0,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",2024-02-29T14:01:50.000Z,about 6 hours ago,Apartment,2,2.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Yes,"Gym,Concierge,24 Hour Security",Professional,paramount-universalgroup.securecafe.com
Jennifer Place | 2 Bedroom,1800.0,"1182 Cole Harbour Road, Dartmouth, NS, B2V 1E9",2024-02-29T14:01:52.000Z,about 6 hours ago,Apartment,2,1.0,,Not Included,1,1 Year,No,Not Available,No,,No,,No,,Professional,www.elkproperty.com
91 Nelson's Landing | 1 Bedroom unit,1850.0,"91 Nelson's Landing, Bedford, NS, B4A 3X4",2024-02-29T14:01:52.000Z,about 6 hours ago,Apartment,1,1.0,,Not Included,1,1 Year,Limited,742,No,"Laundry (In Unit),Dishwasher",No,Balcony,Yes,"Gym,Pool,Elevator in Building",Professional,www.elkproperty.com
2 Bedrooms Apartment for Rent - 9 - 54 Paige Plaza,2095.0,"54 Paige Plaza, Lower Sackville, NS, B4E 0J6",2024-02-29T14:09:44.000Z,about 6 hours ago,Apartment,2,1.0,,Not Included,0,1 Year,Yes,928,No,,No,,No,Storage Space,Professional,www.metcap.com
"2 bedroom, 1 bath on Agricola Street - June 1",2200.0,"2440 Agricola Street, Halifax, NS",2024-02-29T14:30:07.000Z,about 5 hours ago,Apartment,2,2.0,Water,Not Included,0,1 Year,Limited,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Owner,
BEAUTIFUL 2 BEDROOM IN DARTMOUTH ON ROLEIKA DRIVE!,1496.0,"104 Roleika Dr., Dartmouth, NS, B2X 1M7",2024-02-29T14:42:00.000Z,about 5 hours ago,Condo,2,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,No,Elevator in Building,Professional,
BEAUTIFUL 2+1 BED APT RENTAL AVAILABLE IN DARTMOUTH,1540.0,"14 Churchill Court, Dartmouth, NS, B2X 1N4",2024-02-29T14:42:00.000Z,about 5 hours ago,Apartment,3,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,
Bedford 1 Bedroom Apartment for Rent:,1960.0,"120 Tilbury Avenue, Bedford, NS, B4B 1A1",2024-02-29T14:42:00.000Z,about 5 hours ago,Apartment,1,1.0,,Not Included,0,1 Year,No,827,No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca
BEAUTIFUL 2 BEDROOM ON CHURCHILL CRESCENT IN DARTMOUTH!,1496.0,"14 Churchill Court, Dartmouth, NS, B2X 1N4",2024-02-29T14:48:00.000Z,about 5 hours ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,,Professional,
BEAUTIFUL 1 BEDROOM IN DARTMOUTH!,1295.0,"50 Roleika Dr., Dartmouth, NS, B2X 1M4",2024-02-29T15:00:01.000Z,about 5 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,,No,,No,Elevator in Building,Professional,
"Spacious 2-BR, 1-BA lower flat, 1000+ sq ft, centrally located o",2375.0,"6423 Coburg Rd, Halifax, NS B3H 2A6",2024-02-29T15:07:06.000Z,about 5 hours ago,Apartment,2,1.0,,Not Included,1,1 Year,Limited,"1,050",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Owner,
2 Bed Seniors Only Corner Unit April/ASAP $2295 Hammonds Plains,2295.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-29T15:09:36.000Z,about 5 hours ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,280",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
Spacious 1 bhk new apartment,1950.0,"3411 Joseph Howe Drive, Halifax, NS",2024-02-29T15:59:48.000Z,about 4 hours ago,Apartment,1,1.0,Heat,Not Included,0,1 Year,No,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security",Owner,
NEW 2 Bedroom Apartment - 432 Herring Cove Road - $2100,2100.0,"432 Herring Cove Road, Halifax, NS, B3R 1W4",2024-02-27T15:58:10.000Z,2 days ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Yes,650,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,Storage Space,Professional,
