Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description
Beautiful 1bed 1bath apartment  everything included!!,1875,"Halifax, NS B3M","January 23, 2024 9:33 PM",over a month ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,650,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,No,,Owner,,"Newly renovated 1bedroom 1 bathroom on ground floor of new building .,6 Main Ave , Halifax,Perfect location near everything; Fairview/Bedford/bridges, 10min to Halifax,Available for March 1st,Everything included;
Water
Power
Heat
1parking spot
In unit washer dryer,Looking for a quiet professional tenant.
Message me a little about yourself to apply.,**Also discount available if wanting to pay the whole year up front**,Thank you"
Brand new 1 bedroom 1 bathroom apartment ,2000,"Morris St, Halifax, NS B3J 1C4","January 23, 2024 10:23 PM",over a month ago,Apartment,1 + Den,1,"Hydro,Heat,Water",Not Included,0,1 Year,No,500,No,"Dishwasher,Fridge / Freezer",No,,No,,Owner,,"Brand new one bedroom with den available Feb 1. Recently renovated, all new appliances, new floor, fresh paint throughout. Brand new bathroom.
Great location on the corner of Morris and dresden. Very walkable area, no parking available
$2,000 everything included other than wifi. Available Feb 1, 2024"
Large 3 bedroom flat for rent,1950,"145 Conrod Settlement Rd, Head of Chezzetcook, NS B0J 1N0","January 24, 2024 7:54 PM",over a month ago,Apartment,3,1,,Not Included,2,Month-to-month,Limited,"1,700",No,,No,,Outdoors only,,Owner,,All newly renovated 3 bedroom with 2 decks. Includes heat cable internet power and laundry 
2 bed 2 bath Apartment Feb 15th or March 1st - Lease takeover,2500,"5426 Portland Pl, Halifax, NS B3K 1A1","January 24, 2024 8:30 PM",over a month ago,Apartment,2,2,,Not Included,0,1 Year,No,919,No,,Yes,,No,,Owner,,"2 bedroom 2 bathroom apartment in the Anthony available for Feb 1st or March 1st. Master bedroom has walk in closet and en suite. Rent includes heat, water and hot water. Rooms have potential to be rented separately, if you are looking to rent one room please respond with your situation. Underground parking available for $175P/M
Gym in building, stainless steel appliances, in unit laundry.
Building is unfortunately not pet friendly at this time."
Looking for 1 or 2 bedroom for July 2024,,"2710 Agricola St, Halifax, NS B3K 5C8","January 24, 2024 8:38 PM",over a month ago,Apartment,1,1,,Not Included,0,1 Year,Yes,"1,000",No,,Yes,,No,,Owner,,"Budget 2100-2600.
Looking for 1-2 bedroom. Budget flexiable. Professional couple. We do have 1 small dog. Non smoking. Move in date flexiable
"
Room for rent,,"Spencer Ave, Halifax, NS B3R","January 25, 2024 3:10 AM",over a month ago,Apartment,1,1,,Not Included,1,Month-to-month,No,500,Yes,,Yes,,Yes,,Owner,,One room in two bedroom
South end 1 br &amp; Den,1675,"South Street, Halifax, NS","January 31, 2024 4:45 PM",over a month ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,Limited,600,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Owner,,"Conveniently located with walking distance to universities, hospitals and all amenities. Heat and hot water included and two entrances. Please contact 902 802 5658 f or more info, video and viewings"
Unit for rental,2200,"Morris St, Halifax, NS B3J 1C4","January 31, 2024 10:45 PM",over a month ago,Apartment,1 + Den,1,,Not Included,0,1 Year,Yes,"1,000",No,,No,,No,,Owner,,"The unit on the top floor of the house is for rent. It can be moved in from February. It has a glass roof and includes water. It is located in Halifax Downtown, convenient for traveling, close to hospitals and schools. Separate entrance and exit, in-unit washer and dryer. Very nice neighbors. Can keep small and docile pets.,Please email to seigio0325@gmail.com or text to 9026133333"
One Bedroom One Bathroom Basement suit,800,"Hammonds Plains, NS B4B 0E7","February 1, 2024 3:07 AM",over a month ago,Basement,2,1,"Hydro,Heat,Water",,1,Month-to-month,No,"1,400",Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,Outdoors only,,Owner,,"1 bedroom 1 bath for rent
Big bedroom, full bathroom and walk in closet
Furniture available as renter requests,
Share Kitchen and light cook preferred,
No pet
No smoking
All utilities included,
Parking available,
Available for a single female
Living with the landlord and a cat
Available on short-term or long-term
Available immediately
Location Hammonds Plains Glen Arbour area."
2 BEDROOM UNITS --AVAILABLE NOW -- 2766 GLADSTONE STREET,,"Halifax, NS B3K 4W5","February 1, 2024 1:04 PM",over a month ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Limited,"1,100",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"NOW RENTING FOR FEBRUARY 1st, 2766 GLADSTONE ST North Station is a modernly designed rental complex that is perfectly located in the heart of Halifax’s North End. The building offers tenants open concept units, high end finishes, on site fitness studio, amenity space, and heated underground parking/storage. The units feature high ceilings, 6 stainless steel appliances (fridge, stove, dishwasher, microwave, washer/dryer), air conditioning, stone countertops, and oversized windows projecting natural light. These Newly Constructed rentals are now leasing for FEB 1st 2023. 2 bedrooms starting at $2550 Parking and Storage options available for extra, please ask for detail. Smoke free building. Dog free building. For more information/rental inquires please respond. OVERVIEW: 1 Year standard lease agreement. Move in dates FEB 1st 2023. Not pet friendly. Ask us about parking/storage availabilities, not included THE UNIT: 2 bedrooms available. Size at between 800-1200+SQF. Includes 6 stainless steel appliances (fridge, stove, dishwasher, microwave, washer dryer), stone countertops, and high end finishes. All units have balconies. Building has amenity space / fitness studio."
Looking for a 2 bedroom apartment in Bridgewater ,,"1333 S Park St, Halifax, B3J 2K9","February 1, 2024 3:38 PM",over a month ago,Apartment,2,1.5,,Not Included,2,1 Year,No,100,No,,Yes,,No,,Owner,,Looking for a 2 bedroom apartment from the beginning of April. Long term rental in Bridgwater or surrounding areas. Quiet working professionals. 
Transfer lease for the master bedroom in a 2b2b,1449,"1585 Barrington St, Halifax, NS B3J 1Z8","February 1, 2024 8:39 PM",over a month ago,Apartment,1,1,Water,Not Included,0,1 Year,Limited,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Elevator in Building",Owner,,"This is an apartment in dt with a bus stop right downstairs, making it easy to get around. And only the master bedroom to adapter lease."
room for rent 1000,2000,"Newport, NS B0N 2A0","February 2, 2024 2:22 PM",over a month ago,Apartment,2 + Den,1,"Heat,Water",,1,1 Year,No,980,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",Outdoors only,,Owner,,"my tenant is looking for a roommate , brand new building with front and rear decks on a quiet lane in Windsor . 38 year old male professional , quiet and clean non smoking with 1 cat , rent is 2000 a month includes heat and hot water tenants pay small power bill , 1 parking space included ."
4 bedroom 2 bathroom apartment (May to August 2024),850,"Coburg Rd, Halifax, NS B3H 2A1","February 2, 2024 8:10 PM",over a month ago,Apartment,4,2,"Heat,Water",Not Included,0,Month-to-month,No,700,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Owner,,"The apartment will be available from May 1st 2024 to August 31st 2024. The rental price listed is per person. Tours are available upon request!,Electricity not included: ~80$ per month (when price is not split up between tenants),Wifi not included: ~92$ per month (when price is not split up between tenants),Each room will have a bed frame, mattress, desk, possibly a dresser, and a bookshelf. The kitchen is also equipped with appliances, pots/pans, and utensils. Not a pet-friendly apartment.,The apartment is in the South End, a 10-minute walk from Dalhousie University and downtown Halifax.,A damage deposit will be 450$ and for any damage to the apartment, appliances, or furniture compensation will be taken for this. If there are no damages the money will be returned in full.,Empty video tour (apartment is now furnished): https://youtu.be/WFP5W4IUrBw"
1 bedroom available for rent in 2 bedroom apartment,,"Halifax, NS B3J","February 2, 2024 8:49 PM",over a month ago,Apartment,2,1,,Not Included,0,1 Year,Yes,900,No,Laundry (In Unit),No,,No,,Owner,,"1 bedroom available for rent in 2 bedroom apartment. Short term lease available. Looking for a housemate who is comfortable with dog, as I have a well behaved and friendly furry friend, a golden retriever.,Please text me for any further details."
One Bedroom Apartment ,1550,"Fleetview Dr, Halifax, NS B3M","February 3, 2024 2:32 AM",over a month ago,Basement,Bachelor/Studio,1,,Not Included,1,Month-to-month,No,"1,050",Yes,,Yes,,No,,Owner,,"Cozy and stylish place with plenty of room for a whole family. The apartment is close to must-see destinations. Walking distance to most amenities including banks, restaurants, gym, grocery stores and transit.
15 minutes from Halifax Airport and 18mins to downtown Halifax.
The suite has an open kitchen living space with a large comfy sofa, and a comfortable bed. A smart TV with Netflix makes this space perfect."
"shared unit1 bedroom for rent in a 2 bedroom, 2 bathroom unit in",1100,"7 Pinehill Dr, Lower Sackville, NS B4C 0E8","February 3, 2024 12:05 PM",over a month ago,Apartment,2,2,"Heat,Water",,0,Month-to-month,No,92,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Storage Space",Owner,,"*shared unit
1 bedroom for rent in a 2 bedroom, 2 bathroom unit in lower Sackville.
*no pets allowed
*no smoking
*For 1 person, preferably male.
*Power and wifi included."
Apartment for rent ,,"Pleasant St, Dartmouth, NS, B2Y4G8","February 4, 2024 1:36 AM",over a month ago,Apartment,3,1,"Heat,Water",Not Included,0,1 Year,Limited,100,No,"Laundry (In Unit),Laundry (In Building)",No,,No,,Owner,,"Message if you have available 2 or 3 bedroom apartments In Dartmouth. Preferably between the Dartmouth General Hospital and eastern college as me and my boyfriend and he’s mom are doing some apartment hunting.
Thanks"
Place for rent,250,"South Park Street, Halifax, NS","February 4, 2024 2:39 AM",over a month ago,Apartment,2,1,Water,Not Included,0,Month-to-month,Limited,100,No,"Laundry (In Building),Fridge / Freezer",Yes,,Outdoors only,,Owner,,"Temporary accommodation available for a female 1333 South Park street ( in hall with mattress / table / couch )
Available for immediate occupancy
Dm me for further details"
Looking for a 1 bedroom apartment ,1000,"NS-4, Sydney, NS, B0J1P0","February 4, 2024 1:39 PM",over a month ago,Apartment,1,1,,Not Included,1,Month-to-month,Yes,800,Yes,,Yes,,No,,Owner,,"Hey, My name is Alyssa & my boyfriend’s name is Ernie and I'm writing to you to express my interest in your home. I would love to live in this place because Myself and Ernie have been renting a shared room & we think it’s best for us to get our own place together.
Pet friendly.
"
Mature female looking for apt/private space to rent longterm HRM,,"Barrington St, Halifax, B3J 2A4","February 4, 2024 3:18 PM",over a month ago,Apartment,1,1,,Not Included,0,Month-to-month,Yes,500,No,,Yes,,No,,Owner,,"I’m a mature female looking for a small apt or private space in a walkable area of Halifax, near bus routes, and at a reasonable price . I will be the sole occupant. Pre-looking for something for the long-term. I am hoping for a landlord/roomate who values an older quiet reliable barely noticeable tenant . Very flexible over several months as to move in date. Can act very rapidly if the right place becomes available. Have furnishings already. Possibly private suite in house, basement suite, back yard suites, studio apts, 1 bedrooms. Want a very settled long term situation. I have lived in my current apt for 12 years and have excellent references. I am older quiet introverted. Non-smoker. There will be no noise parties or gatherings. Please contact me for more information and about any possible accommodations."
